id,title,isPartOf,publicationYear,doi,docType,provider,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,wordCount,pageCount,outputFormat
http://www.jstor.org/stable/1077978,Comment on Current Educational Writings,The School Review,1917,,article,jstor,1917-12-01,10,25,http://www.jstor.org/stable/1077978,Paul C. Stetson,University of Chicago Press,eng,762,768,,2978,7,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/1135994,The Element of Vengeance in Punishment,Journal of Criminal Law and Criminology (1931-1951),1933,,article,jstor,1933-11-01,4,24,http://www.jstor.org/stable/1135994,Arnold D. Margolin,Northwestern University School of Law,eng,755,767,,5527,13,unigram; bigram; trigram
http://www.jstor.org/stable/1113739,The Law behind Law: II,Columbia Law Review,1929,,article,jstor,1929-03-01,3,29,http://www.jstor.org/stable/1113739,John Dickinson,"Columbia Law Review Association, Inc.",eng,285,319,,20103,35,unigram; bigram; trigram
ark://27927/phz2zjn47xh,Book Review: Discovering Ourselves,Families in Society,1944,,article,portico,1944-03-01,1,25,http://doi.org/10.1177/104438944402500107,Ruth Gartland,SAGE Publications,eng,38,39,,1570,2,unigram; bigram; trigram
http://www.jstor.org/stable/1209291,[The Returning Soldier: A Dissent]: A Reply,Hollywood Quarterly,1946,,article,jstor,1946-04-01,3,1,http://www.jstor.org/stable/1209291,Franklin Fearing,University of California Press,eng,326,328,,1658,3,unigram; bigram; trigram
http://www.jstor.org/stable/1165602,The Adolescent Period: A Graphic Atlas,Monographs of the Society for Research in Child Development,1949,,article,jstor,1949-01-01,1,14,http://www.jstor.org/stable/1165602,Frank K. Shuttleworth,Society for Research in Child Development,eng,3,277,,61535,272,unigram; bigram; trigram
http://www.jstor.org/stable/1133616,"Ethics, Psychology and the Criminal Responsibility of the Insane",Journal of the American Institute of Criminal Law and Criminology,1923,,article,jstor,1923-08-01,2,14,http://www.jstor.org/stable/1133616,S. S. Glueck,Northwestern University School of Law,eng,208,248,,18699,41,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/1168315,"Trend, Survey, and Evaluation Studies",Review of Educational Research,1945,,article,jstor,1945-12-01,5,15,http://www.jstor.org/stable/1168315,Irving Lorge; Harry Ordan,"Sage Publications, Inc.",eng,360,376,,8318,17,unigram; bigram; trigram
http://www.jstor.org/stable/1156613,Abstracts of Some Recent Papers,Africa: Journal of the International African Institute,1946,,article,jstor,1946-10-01,4,16,http://www.jstor.org/stable/1156613,,Cambridge University Press,eng,264,269,,4240,6,unigram; bigram; trigram
http://www.jstor.org/stable/1168655,Measurement of Educational Achievement in the Schools,Review of Educational Research,1950,,article,jstor,1950-02-01,1,20,http://www.jstor.org/stable/1168655,Warren G. Findley; Allan B. Smith,"Sage Publications, Inc.",eng,63,75,,6125,13,unigram; bigram; trigram
http://www.jstor.org/stable/1167817,Reading,Review of Educational Research,1940,,article,jstor,1940-04-01,2,10,http://www.jstor.org/stable/1167817,William S. Gray,"Sage Publications, Inc.",eng,79,106,,13851,28,unigram; bigram; trigram
http://www.jstor.org/stable/1027854,Review Article,The Annals of the American Academy of Political and Social Science,1950,,article,jstor,1950-05-01,,269,http://www.jstor.org/stable/1027854,Frank E. Hartung,"Sage Publications, Inc.",eng,172,173,,1360,2,unigram; bigram; trigram
http://www.jstor.org/stable/44643386,PROGRAM,Proceedings of the Annual Meeting (Western Farm Economics Association),1938,,article,jstor,1938-07-06,,11,http://www.jstor.org/stable/44643386,,Western Agricultural Economics Association,eng,1,4,,765,4,unigram; bigram; trigram
http://www.jstor.org/stable/1167776,Technics and Instruments of Mental Hygiene Diagnosis and Therapy,Review of Educational Research,1940,,article,jstor,1940-12-01,5,10,http://www.jstor.org/stable/1167776,Ruth Strang,"Sage Publications, Inc.",eng,450,459,,4438,10,unigram; bigram; trigram
http://www.jstor.org/stable/1165433,"Personality Development in Childhood: A Survey of Problems, Methods and Experimental Findings",Monographs of the Society for Research in Child Development,1936,,article,jstor,1936-01-01,4,1,http://www.jstor.org/stable/1165433,Mary Cover Jones; Barbara Stoddard Burks; Harold E. Jones,Society for Research in Child Development,eng,i,205,,114066,205,unigram; bigram; trigram
http://www.jstor.org/stable/1053109,Review Article,Southern Economic Journal,1940,,article,jstor,1940-10-01,2,7,http://www.jstor.org/stable/1053109,Dudley J. Cowden,Southern Economic Association,eng,269,271,,1110,3,unigram; bigram; trigram
http://www.jstor.org/stable/1167527,Statistical Methods Related to Test Construction and Evaluation,Review of Educational Research,1941,,article,jstor,1941-02-01,1,11,http://www.jstor.org/stable/1167527,John C. Flanagan,"Sage Publications, Inc.",eng,109,130,,11224,22,unigram; bigram; trigram
http://www.jstor.org/stable/1167761,Bibliography on Methods of Research in Education,Review of Educational Research,1939,,article,jstor,1939-12-01,5,9,http://www.jstor.org/stable/1167761,,"Sage Publications, Inc.",eng,591,646,,32715,56,unigram; bigram; trigram
http://www.jstor.org/stable/23702990,ASPECTS OF PSYCHIATRIC SOCIAL WORK IN A MENTAL HOSPITAL,British Journal of Psychiatric Social Work,1947,,article,jstor,1947-01-01,1,1,http://www.jstor.org/stable/23702990,Peggie Armstrong,Oxford University Press,eng,36,44,,4466,9,unigram; bigram; trigram
http://www.jstor.org/stable/1125514,Affectivity and Growth in Children,Child Development,1943,,article,jstor,1943-06-01,2,14,http://www.jstor.org/stable/1125514,Elizabeth Mechem,Wiley,eng,91,115,,7250,25,unigram; bigram; trigram
http://www.jstor.org/stable/1168598,Mental Development from Birth to Maturity,Review of Educational Research,1941,,article,jstor,1941-12-01,5,11,http://www.jstor.org/stable/1168598,Ralph H. Ojemann; K. C. Garrison; Kai Jensen,"Sage Publications, Inc.",eng,502,530,,15285,29,unigram; bigram; trigram
http://www.jstor.org/stable/1137845,The Sexual Psychopath Laws,Journal of Criminal Law and Criminology (1931-1951),1950,,article,jstor,1950-01-01,5,40,http://www.jstor.org/stable/1137845,Edwin H. Sutherland,Northwestern University School of Law,eng,543,554,,5463,12,unigram; bigram; trigram
http://www.jstor.org/stable/1081286,Measuring Students' Thinking about a Presidential Election,The School Review,1941,,article,jstor,1941-11-01,9,49,http://www.jstor.org/stable/1081286,Lee J. Cronbach,University of Chicago Press,eng,679,692,,4809,14,unigram; bigram; trigram
http://www.jstor.org/stable/1135172,The Green Lights,Journal of Criminal Law and Criminology (1931-1951),1932,,article,jstor,1932-11-01,4,23,http://www.jstor.org/stable/1135172,Newman F. Baker,Northwestern University School of Law,eng,557,561,,1951,5,unigram; bigram; trigram
http://www.jstor.org/stable/1117605,[Letter from Felix S. Cohen],Columbia Law Review,1940,,article,jstor,1940-05-01,5,40,http://www.jstor.org/stable/1117605,Felix S. Cohen,"Columbia Law Review Association, Inc.",eng,941,944,,1401,4,unigram; bigram; trigram
http://www.jstor.org/stable/1195361,The Psychology of Religion in America during the Past Quarter-Century,The Journal of Religion,1926,,article,jstor,1926-03-01,2,6,http://www.jstor.org/stable/1195361,Edward L. Schaub,University of Chicago Press,eng,113,134,,8197,22,unigram; bigram; trigram
http://www.jstor.org/stable/1135603,The Scientific Status of Parole Prediction,Journal of Criminal Law and Criminology (1931-1951),1936,,article,jstor,1936-07-01,2,27,http://www.jstor.org/stable/1135603,Ferris F. Laune,Northwestern University School of Law,eng,214,218,,2016,5,unigram; bigram; trigram
http://www.jstor.org/stable/1168553,Characteristics of Groups Basic to Adult Education,Review of Educational Research,1950,,article,jstor,1950-06-01,3,20,http://www.jstor.org/stable/1168553,Leland P. Bradford,"Sage Publications, Inc.",eng,185,197,,6281,13,unigram; bigram; trigram
http://www.jstor.org/stable/1168314,The Case Study as a Research Method,Review of Educational Research,1945,,article,jstor,1945-12-01,5,15,http://www.jstor.org/stable/1168314,Percival M. Symonds; Albert Ellis,"Sage Publications, Inc.",eng,352,359,,3917,8,unigram; bigram; trigram
http://www.jstor.org/stable/1082215,Educational News and Editorial Comment,The School Review,1950,,article,jstor,1950-01-01,1,58,http://www.jstor.org/stable/1082215,,University of Chicago Press,eng,1,13,,6477,13,unigram; bigram; trigram
http://www.jstor.org/stable/1111390,Objective Law. IV,Columbia Law Review,1921,,article,jstor,1921-03-01,3,21,http://www.jstor.org/stable/1111390,Léon Duguit,"Columbia Law Review Association, Inc.",eng,242,256,,7565,15,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/1167426,Personality and Character Measurement,Review of Educational Research,1938,,article,jstor,1938-06-01,3,8,http://www.jstor.org/stable/1167426,Goodwin Watson,"Sage Publications, Inc.",eng,269,291,,11000,23,unigram; bigram; trigram
http://www.jstor.org/stable/1168388,Trends in Mental Hygiene: An Interpretation,Review of Educational Research,1943,,article,jstor,1943-12-01,5,13,http://www.jstor.org/stable/1168388,Spafford Ackerly,"Sage Publications, Inc.",eng,416,421,,2963,6,unigram; bigram; trigram
http://www.jstor.org/stable/1168747,Tests and Measurements,Review of Educational Research,1948,,article,jstor,1948-12-01,5,18,http://www.jstor.org/stable/1168747,William B. Schrader; Herbert S. Conrad,"Sage Publications, Inc.",eng,448,468,,10111,21,unigram; bigram; trigram
http://www.jstor.org/stable/1081263,Opinions of Teachers Held by Former Pupils,The School Review,1943,,article,jstor,1943-11-01,9,51,http://www.jstor.org/stable/1081263,Roy C. Bryan,University of Chicago Press,eng,555,561,,3511,7,unigram; bigram; trigram
http://www.jstor.org/stable/1167524,Current Construction and Evaluation of Personality and Character Tests,Review of Educational Research,1941,,article,jstor,1941-02-01,1,11,http://www.jstor.org/stable/1167524,Arthur E. Traxler,"Sage Publications, Inc.",eng,57,79,,11220,23,unigram; bigram; trigram
http://www.jstor.org/stable/1168188,Research for or by the Armed Forces,Review of Educational Research,1948,,article,jstor,1948-12-01,6,18,http://www.jstor.org/stable/1168188,John C. Flanagan; Dorothy B. Berger,"Sage Publications, Inc.",eng,615,641,,15019,27,unigram; bigram; trigram
http://www.jstor.org/stable/1168746,Observational Methods of Research,Review of Educational Research,1948,,article,jstor,1948-12-01,5,18,http://www.jstor.org/stable/1168746,Saul B. Sells,"Sage Publications, Inc.",eng,424,447,,11305,24,unigram; bigram; trigram
http://www.jstor.org/stable/1134953,Liaison Teaching of Psychiatry in Law Schools,Journal of Criminal Law and Criminology (1931-1951),1932,,article,jstor,1932-01-01,5,22,http://www.jstor.org/stable/1134953,Franklin G. Ebaugh; Roland A. Jefferson,Northwestern University School of Law,eng,724,733,,3697,10,unigram; bigram; trigram
http://www.jstor.org/stable/1138348,The Molding of Personality under Dictatorship. The Importance of the Destructive Drives in the Socio-Psychological Structure of Nazism,Journal of Criminal Law and Criminology (1931-1951),1949,,article,jstor,1949-05-01,1,40,http://www.jstor.org/stable/1138348,Leo Alexander,Northwestern University School of Law,eng,3,27,,11223,25,unigram; bigram; trigram
http://www.jstor.org/stable/1138262,"Criminological Research Bulletin. New Series, No. 1",Journal of Criminal Law and Criminology (1931-1951),1950,,article,jstor,1950-03-01,6,40,http://www.jstor.org/stable/1138262,Otto Pollak,Northwestern University School of Law,eng,701,728,,10488,28,unigram; bigram; trigram
http://www.jstor.org/stable/1138327,Rehabilitation Center: Psychiatry and Group Therapy,Journal of Criminal Law and Criminology (1931-1951),1945,,article,jstor,1945-11-01,4,36,http://www.jstor.org/stable/1138327,Ivan C. Berlien,Northwestern University School of Law,eng,249,255,,3163,7,unigram; bigram; trigram
http://www.jstor.org/stable/1168168,Statistical Methods Related to Test Construction and Evaluation,Review of Educational Research,1944,,article,jstor,1944-02-01,1,14,http://www.jstor.org/stable/1168168,Herbert S. Conrad,"Sage Publications, Inc.",eng,110,126,,8169,17,unigram; bigram; trigram
http://www.jstor.org/stable/1167984,Effect of Membership in Groups,Review of Educational Research,1937,,article,jstor,1937-02-01,1,7,http://www.jstor.org/stable/1167984,Charles C. Peters,"Sage Publications, Inc.",eng,26,35,,5184,10,unigram; bigram; trigram
http://www.jstor.org/stable/1078203,Volume Information,The School Review,1921,,article,jstor,1921-01-01,1,29,http://www.jstor.org/stable/1078203,,University of Chicago Press,eng,iii,xi,,3022,9,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/1190084,"Youth Correction: Principles of Diagnosis, Treatment, and Prognosis",Law and Contemporary Problems,1942,,article,jstor,1942-10-01,4,9,http://www.jstor.org/stable/1190084,William Healy,Duke University School of Law,eng,681,700,,10474,20,unigram; bigram; trigram
http://www.jstor.org/stable/1209292,Health Films,Hollywood Quarterly,1946,,article,jstor,1946-04-01,3,1,http://www.jstor.org/stable/1209292,Darrell A. Dance,University of California Press,eng,328,330,,1596,3,unigram; bigram; trigram
http://www.jstor.org/stable/1138752,Criminal Prophylaxis and Protection in Emergency Times,Journal of Criminal Law and Criminology (1931-1951),1944,,article,jstor,1944-09-01,3,35,http://www.jstor.org/stable/1138752,W. Eliasberg,Northwestern University School of Law,eng,143,151,,4244,9,unigram; bigram; trigram
http://www.jstor.org/stable/1053315,Aspects of the Economics of Population Growth: Part II,Southern Economic Journal,1948,,article,jstor,1948-01-01,3,14,http://www.jstor.org/stable/1053315,Joseph J. Spengler,Southern Economic Association,eng,233,265,,20406,33,unigram; bigram; trigram
http://www.jstor.org/stable/44601112,BIBLIOGRAPHY,Bulletin of the International Institute of Social History,1950,,article,jstor,1950-01-01,1,5,http://www.jstor.org/stable/44601112,,Cambridge University Press,eng,43,95,,24242,53,unigram; bigram; trigram
http://www.jstor.org/stable/1134077,"A Bill to Establish a Bureau for the Study of the Criminal, Pauper, and Defective Classes",Journal of the American Institute of Criminal Law and Criminology,1916,,article,jstor,1916-07-01,2,7,http://www.jstor.org/stable/1134077,,Northwestern University School of Law,eng,289,289,,624,1,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/1167779,Bibliography on Mental Hygiene and Health Education,Review of Educational Research,1940,,article,jstor,1940-12-01,5,10,http://www.jstor.org/stable/1167779,,"Sage Publications, Inc.",eng,472,504,,18897,33,unigram; bigram; trigram
ark://27927/phx22q3x8nf,A REVIEW ON THE LITERATURE OF ADDICTION,British Journal of Addiction To Alcohol & Other Drugs,1948,,article,portico,1948-07-01,2,45,http://doi.org/10.1111/j.1360-0443.1948.tb04431.x,H. PULLAR‐STRECKER,"John Wiley & Sons, Inc.",eng,125,176,,20738,52,unigram; bigram; trigram
http://www.jstor.org/stable/1134076,To Amend the Penal Law in Relation to Murder in the First Degree,Journal of the American Institute of Criminal Law and Criminology,1916,,article,jstor,1916-07-01,2,7,http://www.jstor.org/stable/1134076,,Northwestern University School of Law,eng,288,289,,1266,2,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/1165424,"Physique, Personality and Scholarship: ""A Cooperative Study of School Children""",Monographs of the Society for Research in Child Development,1943,,article,jstor,1943-01-01,1,8,http://www.jstor.org/stable/1165424,R. Nevitt Sanford; Margaret M. Adkins; R. Bretney Miller; Elizabeth A. Cobb,Society for Research in Child Development,eng,1,705,,262162,702,unigram; bigram; trigram
http://www.jstor.org/stable/1231220,Covariance Used to Analyze the Relation between Corn Yield and Acreage,Journal of Farm Economics,1936,,article,jstor,1936-08-01,3,18,http://www.jstor.org/stable/1231220,Gertrude M. Cox; George W. Snedecor,Oxford University Press,eng,597,607,,3756,11,unigram; bigram; trigram
http://www.jstor.org/stable/1168688,Appraisal of the Individual,Review of Educational Research,1945,,article,jstor,1945-04-01,2,15,http://www.jstor.org/stable/1168688,Gordon V. Anderson; Carroll L. Shartle; James A. McCain; Maurice D. Woolf,"Sage Publications, Inc.",eng,138,154,,8228,17,unigram; bigram; trigram
http://www.jstor.org/stable/1168699,The Mentally Gifted,Review of Educational Research,1941,,article,jstor,1941-06-01,3,11,http://www.jstor.org/stable/1168699,T. Ernest Newland,"Sage Publications, Inc.",eng,277,287,,5436,11,unigram; bigram; trigram
http://www.jstor.org/stable/1168717,Educational Psychology,Review of Educational Research,1942,,article,jstor,1942-06-01,3,12,http://www.jstor.org/stable/1168717,William Clark Trow,"Sage Publications, Inc.",eng,345,355,,5571,11,unigram; bigram; trigram
http://www.jstor.org/stable/1168274,The Students. Their Characteristics and Needs,Review of Educational Research,1942,,article,jstor,1942-02-01,1,12,http://www.jstor.org/stable/1168274,H. H. Bixler; Ethel L. Cornell; Robert J. Havighurst; Clarence Linton,"Sage Publications, Inc.",eng,5,20,,7972,16,unigram; bigram; trigram
http://www.jstor.org/stable/1168316,Research Methods and Designs,Review of Educational Research,1945,,article,jstor,1945-12-01,5,15,http://www.jstor.org/stable/1168316,Charles C. Peters; Agatha Townsend; Arthur E. Traxler,"Sage Publications, Inc.",eng,377,393,,8796,17,unigram; bigram; trigram
http://www.jstor.org/stable/1135360,Suppressed Premises Underlying the Glueck ControVersy. Divorce Treatment from Adjudication!,Journal of Criminal Law and Criminology (1931-1951),1935,,article,jstor,1935-05-01,1,26,http://www.jstor.org/stable/1135360,Thomas D. Eliot,Northwestern University School of Law,eng,22,33,,5115,12,unigram; bigram; trigram
ark://27927/phxbhvhf4v,"American Society of Zoologists. Officers program, list of titles, abstracts of paper and author index for postponed fortieth annual meeting",Anatomical Record,1942,,article,portico,1942-12-26,4,84,http://doi.org/10.1002/ar.1090840412,,"John Wiley & Sons, Inc.",eng,431,544,,55026,114,unigram; bigram; trigram
ark://27927/phxgcwmp8x,"THE REMOTE CONSEQUENCES OF PSYCHOANALYSIS ON INDIVIDUAL, SOCIAL AND INSTINCTIVE BEHAVIOUR",British Journal of Medical Psychology,1931,,article,portico,1931-11-01,3,11,http://doi.org/10.1111/j.2044-8341.1931.tb01046.x,R. MONEY‐KYRLE,"John Wiley & Sons, Inc.",eng,173,193,,9811,21,unigram; bigram; trigram
http://www.jstor.org/stable/1413617,Book Notes,The American Journal of Psychology,1917,,article,jstor,1917-07-01,3,28,http://www.jstor.org/stable/1413617,,University of Illinois Press,eng,460,464,,2560,5,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/1400856,Bibliographie statistique internationale,Revue de l'Institut International de Statistique / Review of the International Statistical Institute,1935,,article,jstor,1935-07-01,2,3,http://www.jstor.org/stable/1400856,,International Statistical Institute (ISI),fre,194,222,,23055,29,unigram; bigram; trigram
http://www.jstor.org/stable/1284811,"Mr. Justice William Johnson, Jurist in Limine: Dissent and the Judging Faculty",Michigan Law Review,1949,,article,jstor,1949-02-01,4,47,http://www.jstor.org/stable/1284811,A. J. Levin,The Michigan Law Review Association,eng,477,536,,29133,60,unigram; bigram; trigram
ark://27927/phx22sd61bk,INTERRELATED FACTORS IN DEVELOPMENT,American Journal of Orthopsychiatry,1938,,article,portico,1938-10-01,4,8,http://doi.org/10.1111/j.1939-0025.1938.tb05345.x,MARGARET E. FRIES; BEATRICE LEWI,"John Wiley & Sons, Inc.",eng,726,752,,11684,29,unigram; bigram; trigram
http://www.jstor.org/stable/1507584,Professor Dewey Discusses Religion,The Harvard Theological Review,1930,,article,jstor,1930-07-01,3,23,http://www.jstor.org/stable/1507584,Julius Seelye Bixler,Cambridge University Press,eng,213,233,,8295,21,unigram; bigram; trigram
http://www.jstor.org/stable/1400787,A Coordination of the Different Population Theories,Revue de l'Institut International de Statistique / Review of the International Statistical Institute,1943,,article,jstor,1943-01-01,1/2,11,http://www.jstor.org/stable/1400787,Corrado Gini,International Statistical Institute (ISI),eng,35,67,,24627,33,unigram; bigram; trigram
http://www.jstor.org/stable/1401233,Bibliographie statistique internationale / International Statistical Bibliography,Revue de l'Institut International de Statistique / Review of the International Statistical Institute,1948,,article,jstor,1948-01-01,1/4,16,http://www.jstor.org/stable/1401233,,International Statistical Institute (ISI),fre,65,129,,50577,65,unigram; bigram; trigram
http://www.jstor.org/stable/1400955,Bibliographie statistique internationale,Revue de l'Institut International de Statistique / Review of the International Statistical Institute,1937,,article,jstor,1937-10-01,3,5,http://www.jstor.org/stable/1400955,,International Statistical Institute (ISI),fre,240,271,,26204,32,unigram; bigram; trigram
http://www.jstor.org/stable/1507652,Recent Tendencies in Roman Catholic Theology,The Harvard Theological Review,1922,,article,jstor,1922-07-01,3,15,http://www.jstor.org/stable/1507652,George La Piana,Cambridge University Press,eng,233,292,,23582,60,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/1401125,Bibliographie statistique internationale / International Statistical Bibliography,Revue de l'Institut International de Statistique / Review of the International Statistical Institute,1949,,article,jstor,1949-01-01,1/2,17,http://www.jstor.org/stable/1401125,,International Statistical Institute (ISI),fre,53,110,,44594,58,unigram; bigram; trigram
http://www.jstor.org/stable/1401136,Bibliographie statistique internationale,Revue de l'Institut International de Statistique / Review of the International Statistical Institute,1936,,article,jstor,1936-04-01,1,4,http://www.jstor.org/stable/1401136,,International Statistical Institute (ISI),fre,101,135,,29569,35,unigram; bigram; trigram
ark://27927/phx22rvc1mt,THE SITUATION OF THE AGED WITHIN THE FAMILY,American Journal of Orthopsychiatry,1948,,article,portico,1948-01-01,1,18,http://doi.org/10.1111/j.1939-0025.1948.tb05063.x,KARL STERN; EDRITA G. FRIED,"John Wiley & Sons, Inc.",eng,31,54,,9839,24,unigram; bigram; trigram
ark://27927/phx22rtp1rx,RESEARCH IN ORTHOPSYCHIATRY: The 1942 Symposium,American Journal of Orthopsychiatry,1943,,article,portico,1943-04-01,2,13,http://doi.org/10.1111/j.1939-0025.1943.tb05995.x,,"John Wiley & Sons, Inc.",eng,212,248,,19995,37,unigram; bigram; trigram
ark://27927/phxgcwt5k1,REVIEWS,British Journal of Medical Psychology,1922,,article,portico,1922-07-01,4,2,http://doi.org/10.1111/j.2044-8341.1922.tb00366.x,,"John Wiley & Sons, Inc.",eng,325,347,,14684,23,unigram; bigram; trigram
ark://27927/phx22rt6wp0,BOOK NOTES,American Journal of Orthopsychiatry,1941,,article,portico,1941-10-01,4,11,http://doi.org/10.1111/j.1939-0025.1941.tb05871.x,,"John Wiley & Sons, Inc.",eng,786,793,,5130,8,unigram; bigram; trigram
http://www.jstor.org/stable/1248204,Research in Marketing,Journal of Marketing,1949,,article,jstor,1949-10-01,3,14,http://www.jstor.org/stable/1248204,Orin E. Burley,American Marketing Association,eng,460,472,,7738,13,unigram; bigram; trigram
ark://27927/phx22sdwmxd,BOOK REVIEWS,American Journal of Orthopsychiatry,1939,,article,portico,1939-04-01,2,9,http://doi.org/10.1111/j.1939-0025.1939.tb05613.x,,"John Wiley & Sons, Inc.",eng,440,453,,8825,14,unigram; bigram; trigram
ark://27927/phx22sd348k,"SOCIAL MATURITY AND STABILITY OF NON‐DELINQUENTS, PROTO‐DELINQUENTS, AND DELINQUENTS",American Journal of Orthopsychiatry,1938,,article,portico,1938-04-01,2,8,http://doi.org/10.1111/j.1939-0025.1938.tb05318.x,FRED BROWN,"John Wiley & Sons, Inc.",eng,214,219,,2764,6,unigram; bigram; trigram
http://www.jstor.org/stable/1401208,Bibliographie statistique internationale / International Statistical Bibliography,Revue de l'Institut International de Statistique / Review of the International Statistical Institute,1947,,article,jstor,1947-01-01,1/4,15,http://www.jstor.org/stable/1401208,,International Statistical Institute (ISI),fre,63,126,,55485,64,unigram; bigram; trigram
http://www.jstor.org/stable/1414115,Some Relations between the War and Psychology,The American Journal of Psychology,1919,,article,jstor,1919-04-01,,2,http://www.jstor.org/stable/1414115,G. Stanley Hall,University of Illinois Press,eng,211,223,,5930,13,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/1232526,Elementary Models in Farm Production Economics Research,Journal of Farm Economics,1948,,article,jstor,1948-05-01,2,30,http://www.jstor.org/stable/1232526,Earl O. Heady,Oxford University Press,eng,201,225,,10852,25,unigram; bigram; trigram
http://www.jstor.org/stable/1414054,The Psychoanalysts' Theory of the Conflict-Neurosis,The American Journal of Psychology,1923,,article,jstor,1923-10-01,4,34,http://www.jstor.org/stable/1414054,L. L. Bernard,University of Illinois Press,eng,511,530,,11667,20,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/44744754,"PROCEEDINGS OF THE AMERICAN PHILOSOPHICAL ASSOCIATION; THE NINETEENTH ANNUAL MEETING. CORNELL UNIVERSITY, DECEMBER 30 AND 31, 1919",Proceedings of the Meeting of the American Philosophical Association,1919,,article,jstor,1919-12-30,,19,http://www.jstor.org/stable/44744754,,American Philosophical Association,eng,154,172,,6984,19,unigram; bigram; trigram; fullText
ark://27927/phx22sdwpz0,A CONTRIBUTION TO THE STUDY OF THE NEUROTIC STEALING SYMPTOM,American Journal of Orthopsychiatry,1939,,article,portico,1939-04-01,2,9,http://doi.org/10.1111/j.1939-0025.1939.tb05604.x,ESTHER MENAKER,"John Wiley & Sons, Inc.",eng,368,378,,6449,11,unigram; bigram; trigram
http://www.jstor.org/stable/1416464,Subject Matter Index,The American Journal of Psychology,1937,,article,jstor,1937-12-31,,50,http://www.jstor.org/stable/1416464,,University of Illinois Press,eng,82,244,,79699,163,unigram; bigram; trigram
ark://27927/phx22scqp60,BOOK REVIEWS,American Journal of Orthopsychiatry,1936,,article,portico,1936-07-01,3,6,http://doi.org/10.1111/j.1939-0025.1936.tb05256.x,,"John Wiley & Sons, Inc.",eng,459,467,,6124,9,unigram; bigram; trigram
ark://27927/phx22rsx609,NOTES AND COMMENTS SEVENTEENTH ANNUAL MEETING,American Journal of Orthopsychiatry,1940,,article,portico,1940-01-01,1,10,http://doi.org/10.1111/j.1939-0025.1940.tb05679.x,,"John Wiley & Sons, Inc.",eng,198,206,,5731,9,unigram; bigram; trigram
ark://27927/phx22scgmj3,BOOK REVIEWS,American Journal of Orthopsychiatry,1936,,article,portico,1936-01-01,1,6,http://doi.org/10.1111/j.1939-0025.1936.tb05230.x,,"John Wiley & Sons, Inc.",eng,174,179,,3431,6,unigram; bigram; trigram
http://www.jstor.org/stable/1488101,The Inquiring Mind in Education,Peabody Journal of Education,1924,,article,jstor,1924-11-01,3,2,http://www.jstor.org/stable/1488101,G. C. Gamble,"Taylor & Francis, Ltd.",eng,123,127,,1817,5,unigram; bigram; trigram
http://www.jstor.org/stable/1246308,Research in Marketing Completed and in Progress,Journal of Marketing,1947,,article,jstor,1947-07-01,1,12,http://www.jstor.org/stable/1246308,Ralph F. Breyer,American Marketing Association,eng,103,125,,14174,23,unigram; bigram; trigram
http://www.jstor.org/stable/1248132,Research in Marketing,Journal of Marketing,1949,,article,jstor,1949-01-01,3,13,http://www.jstor.org/stable/1248132,Ralph F. Breyer,American Marketing Association,eng,388,413,,15635,26,unigram; bigram; trigram
http://www.jstor.org/stable/1232685,The Use of Econometric Models in the Study of Agricultural Policy,Journal of Farm Economics,1948,,article,jstor,1948-02-01,1,30,http://www.jstor.org/stable/1232685,D. Gale Johnson,Oxford University Press,eng,117,130,,5497,14,unigram; bigram; trigram
http://www.jstor.org/stable/1488580,The Curriculum in Teacher-Training Institutions,Peabody Journal of Education,1932,,article,jstor,1932-09-01,2,10,http://www.jstor.org/stable/1488580,Clem O. Thompson,"Taylor & Francis, Ltd.",eng,120,123,,1874,4,unigram; bigram; trigram
http://www.jstor.org/stable/1404264,The Sociology of Taxation,The Review of Politics,1943,,article,jstor,1943-04-01,2,5,http://www.jstor.org/stable/1404264,Fritz Karl Mann,University of Notre Dame du lac on behalf of Review of Politics,eng,225,235,,4122,11,unigram; bigram; trigram
ark://27927/phx22s8b7qw,BOOK REVIEWS,American Journal of Orthopsychiatry,1935,,article,portico,1935-07-01,3,5,http://doi.org/10.1111/j.1939-0025.1935.tb06353.x,,"John Wiley & Sons, Inc.",eng,337,350,,9346,14,unigram; bigram; trigram
http://www.jstor.org/stable/1247597,Research in Marketing,Journal of Marketing,1950,,article,jstor,1950-01-01,4,14,http://www.jstor.org/stable/1247597,Orin E. Burley,American Marketing Association,eng,606,618,,7624,13,unigram; bigram; trigram
http://www.jstor.org/stable/1401050,Bibliographie statistique internationale,Revue de l'Institut International de Statistique / Review of the International Statistical Institute,1935,,article,jstor,1935-04-01,1,3,http://www.jstor.org/stable/1401050,,International Statistical Institute (ISI),fre,72,100,,24025,29,unigram; bigram; trigram
